mangaid,objra,objdec,z,emline_sflux_cen_oiii_5008,emline_sflux_1re_oiii_5008,emline_sflux_tot_oiii_5008,emline_sflux_cen_nii_6549,emline_sflux_1re_nii_6549,emline_sflux_tot_nii_6549,emline_sflux_cen_sii_6718,emline_sflux_1re_sii_6718,emline_sflux_tot_sii_6718,emline_sflux_cen_sii_6732,emline_sflux_1re_sii_6732,emline_sflux_tot_sii_6732,emline_sflux_cen_oi_6302,emline_sflux_1re_oi_6302,emline_sflux_tot_oi_6302,emline_sflux_cen_ha_6564,emline_sflux_1re_ha_6564,emline_sflux_tot_ha_6564,emline_sflux_cen_hb_4862,emline_sflux_1re_hb_4862,emline_sflux_tot_hb_4862,emline_sflux_cen_hdel_4102,emline_sflux_1re_hdel_4102,emline_sflux_tot_hdel_4102
1-298906,127.027496337891,26.911828994751,0.0944037,4.298292,8.917706,8.917706,-0.1494452,-2.702396,-2.702396,0.6124712,-1.404192,-1.404192,2.360567,7.466971,7.466971,-0.6331613,-3.205165,-3.205165,-3.784752,-12.53502,-12.53502,-1.536279,-2.95745,-2.95745,-2.378889,-2.651082,-2.651082
1-230426,126.778480529785,27.7717628479004,0.0203841,58.71468,90.77412,126.6246,9.138992,14.97334,22.38497,31.26405,50.38187,82.19736,17.47775,29.86663,52.90486,7.039518,10.49918,16.49649,149.0559,231.7294,339.4353,44.67904,71.88833,113.4333,3.100855,4.785602,6.689891
1-230426,126.778480529785,27.7717628479004,0.0203841,58.71465,77.38749,86.11636,9.139132,12.52647,14.16216,31.26408,42.34693,49.26772,17.47771,24.64526,29.59082,7.03953,9.075683,10.58896,149.0566,197.5132,223.7171,44.67845,60.40231,69.44941,3.099831,4.130592,3.980853
1-230478,127.709281921387,28.5768413543701,0.0658259,15.35631,25.00379,60.92824,13.60589,18.8365,37.66417,-2.284729,-2.157119,10.58873,4.701038,8.850151,20.23997,4.440871,6.162148,17.39964,6.082839,8.843166,32.51303,-25.24614,-38.8234,-45.48568,-24.10154,-35.4274,-50.63985
1-230478,127.709281921387,28.5768413543701,0.0658259,15.34446,24.98816,50.20648,13.60705,18.83792,31.83278,-2.29765,-2.167609,3.750753,4.694511,8.840856,16.3035,4.467624,6.185571,12.93798,6.123448,8.886414,21.55324,-25.23921,-38.81696,-48.90223,-24.08546,-35.40233,-48.4966
1-230227,126.58772277832,26.70676612854,0.0450699,7.361892,14.68041,-9.597538,10.19031,14.76031,23.33473,10.13492,18.47403,47.68219,11.20249,17.85612,29.94561,2.852866,6.020268,38.16977,24.32677,39.66337,89.15282,5.283819,7.85243,21.29132,-0.5603929,-0.004051588,9.101322
1-230227,126.58772277832,26.70676612854,0.0450699,7.361366,14.67973,16.61141,10.19019,14.76032,19.87963,10.13476,18.47394,30.7838,11.20247,17.85613,25.27131,2.852745,6.020128,14.23704,24.32577,39.6622,60.04772,5.280944,7.848895,9.794597,-0.5589278,-0.002922565,1.807861
1-230395,127.019569396973,28.5503330230713,0.0548601,8.372641,70.82359,176.1422,17.56854,116.3533,221.889,26.22149,182.2231,358.8152,16.13558,127.3745,255.9093,3.511721,35.86827,62.53324,159.1408,959.1592,1781.217,36.50076,245.857,466.8433,5.342064,41.43282,99.73133
1-230395,127.019569396973,28.5503330230713,0.0548601,8.372684,53.50679,70.21858,17.56853,91.73183,109.1151,26.22148,145.9074,177.3848,16.13558,99.93739,120.884,3.511722,28.5735,32.10347,159.1408,777.2188,926.7332,36.50067,198.8606,240.4162,5.342202,32.63803,42.62103
1-230467,127.592567443848,28.0919322967529,0.0404229,2.655931,5.332932,17.20802,3.797968,5.850098,7.940078,0.2560262,-0.1052177,-3.01742,-1.10815,-2.176413,-3.56544,0.9447655,1.18307,6.997755,-0.2459662,-1.733759,0.4746193,0.09717614,2.516866,47.1124,-0.8667799,0.9767177,39.4861
1-230467,127.592567443848,28.0919322967529,0.0404229,2.651557,4.936584,6.034984,3.83698,5.415078,6.463572,0.1968534,-0.5344213,-0.6868451,-1.042752,-1.527237,-1.457434,0.8035381,0.5383054,0.9332421,-0.4622731,-1.576827,-1.224746,0.08536304,1.785563,5.092025,-0.849322,0.265043,3.392059
1-230291,126.384620666504,27.6087093353271,0.01958,252.2138,462.581,497.6459,112.7736,218.0875,244.1213,146.7118,291.1118,304.0611,119.1654,236.2286,293.0764,12.26157,29.83228,12.84787,1055.272,1915.799,2018.25,288.9557,530.7212,557.1662,59.56001,112.9922,111.8762
1-230291,126.384620666504,27.6087093353271,0.01958,252.2141,444.0905,445.9974,112.7736,205.7925,207.1479,146.712,275.9427,276.9924,119.1653,222.3481,224.9128,12.26157,26.71103,26.12787,1055.274,1847.501,1853.495,288.9571,511.3285,512.6596,59.56138,107.0118,107.0079
1-605294,127.853233337402,27.580005645752,0.0196494,104.5723,1821.317,2652.54,23.54852,237.4459,296.9548,73.82976,879.5981,1131.301,54.27464,671.2453,905.5572,10.78826,203.393,279.8391,359.1587,4221.953,5585.403,90.05094,1250.157,1734.691,18.10173,275.0121,404.6297
1-605294,127.853233337402,27.580005645752,0.0196494,104.5724,1630.957,1785.224,23.5485,213.9518,224.138,73.82973,785.6851,827.7789,54.27464,596.1384,631.6735,10.78826,174.3028,186.1118,359.1586,3806.648,4048.969,90.0517,1111.665,1191.639,18.10326,247.2501,268.061
1-230406,126.646911621094,28.2374725341797,0.0552284,17.40171,66.00998,118.5548,26.47046,91.94904,130.5634,47.30309,163.3867,251.0073,33.6501,113.6752,179.1584,6.078003,28.81922,59.0042,151.1921,543.2362,806.7715,23.73349,100.609,173.5565,1.710056,10.64719,19.66246
1-230406,126.646911621094,28.2374725341797,0.0552284,17.40189,62.49073,72.00108,26.46945,87.25551,95.69865,47.30284,154.7713,172.9577,33.6498,107.8481,119.6362,6.077939,27.31474,34.18655,151.1921,512.9916,562.0302,23.73466,94.20271,106.9171,1.711567,10.5498,11.05817
1-230628,127.511817932129,29.2831287384033,0.0496643,18.22083,360.5674,847.7825,28.46712,227.2221,328.9576,50.30564,472.6399,740.511,35.7397,329.5413,507.7473,7.332753,81.89551,149.3382,237.0426,2066.215,3244.454,65.2982,594.575,956.7466,13.66158,164.8868,294.1562
1-230628,127.511817932129,29.2831287384033,0.0496643,18.22091,145.5182,166.9002,28.46705,132.4489,137.1246,50.30561,258.1729,270.4113,35.73969,182.1507,190.6443,7.332749,43.18824,46.08997,237.0424,1159.777,1213.373,65.29881,325.9098,342.665,13.6617,86.1481,91.31555
1-218695,127.200012207031,29.5143280029297,0.0783217,28.71174,84.50268,107.867,32.35681,74.46664,93.57205,52.38241,116.2275,162.8927,43.01837,87.61336,102.1284,24.80644,47.04343,52.64555,74.96347,160.1457,194.1926,12.698,26.80347,11.57964,-1.128306,0.9990068,17.83407
1-218695,127.200012207031,29.5143280029297,0.0783217,28.71211,73.90955,75.2391,32.3562,68.83649,69.86959,52.3823,106.1363,107.6756,43.01827,84.12173,84.75453,24.80637,46.74891,46.65857,74.96336,150.367,151.729,12.69848,26.27959,26.04789,-1.128077,0.121956,0.6616685
1-230422,126.784080505371,27.8104515075684,0.0202794,7.729645,83.00805,196.4063,12.07556,178.7929,324.2033,17.3216,281.4541,547.71,11.02856,187.9108,383.8044,3.744039,54.94147,129.5432,83.15554,1467.352,2795.549,23.84821,389.3258,812.9407,0.490837,54.27039,110.774
1-230422,126.784080505371,27.8104515075684,0.0202794,7.729839,82.80164,135.8564,12.07557,178.5666,245.9576,17.32159,280.8552,388.2105,11.02855,187.5334,267.9561,3.744026,54.81781,80.16728,83.15527,1465.617,2171.126,23.84939,388.8204,606.7512,0.4911976,54.41636,82.02181
1-230439,127.202156066895,28.920503616333,0.0299483,5.082109,100.2089,354.6827,8.981608,196.6631,461.3961,7.29026,234.4841,598.3635,5.736735,171.2242,469.7881,-16.30283,-7.314797,30.43244,56.1813,1543.528,3558.463,12.14841,382.8885,897.7255,3.287263,108.8964,244.1283
1-230439,127.202156066895,28.920503616333,0.0299483,5.082133,95.43869,147.2789,8.981522,188.144,255.4057,7.290286,223.175,315.799,5.736733,161.9265,231.7144,-16.30283,-9.199814,-1.68652,56.18157,1475.807,2009.802,12.14794,366.143,507.781,3.287916,102.9781,138.9696
1-53870,138.068283081055,0.932291567325592,0.0541662,6.386518,113.935,357.8915,9.606503,147.2546,313.6834,16.27305,265.655,620.7676,10.1671,184.0355,434.5989,5.66217,64.68879,151.4589,81.11716,1312.41,2815.793,19.14115,302.9884,695.3657,0.5570483,55.00379,131.7319
1-53870,138.068283081055,0.932291567325592,0.0541662,6.38646,101.7102,151.8352,9.60649,133.8485,171.0714,16.27302,241.852,320.6386,10.1671,167.595,223.1422,5.662176,59.00744,77.28197,81.11698,1197.711,1548.954,19.14052,276.1688,362.8595,0.5573689,49.26006,64.26177
1-54008,139.740814208984,1.14891707897186,0.0877838,7.463914,24.31675,45.43407,-0.4755034,2.294341,5.901856,4.45843,11.30518,16.7914,2.872188,14.26055,10.43684,-2.160959,1.428037,-4.005619,-1.141927,-0.2071897,7.361963,1.001194,-0.4467332,7.004357,-3.932786,2.49464,-8.096784
1-54008,139.740814208984,1.14891707897186,0.0877838,7.478455,18.92688,19.32863,-0.5112352,1.393996,1.361994,4.45731,9.764468,9.681325,2.886667,10.14424,9.875049,-2.189513,-1.953094,-2.09011,-1.125255,-1.193677,-1.225006,1.022571,0.4615081,0.5003704,-3.939747,-3.124424,-3.211099
1-53954,140.009048461914,1.03830337524414,0.0170264,38.43342,372.7248,372.7248,45.18318,209.351,209.351,41.24205,101.2816,101.2816,37.06752,149.042,149.042,14.38205,55.02261,55.02261,69.96603,328.1148,328.1148,4.967459,43.69854,43.69854,-10.01257,-117.2127,-117.2127
1-53954,140.009048461914,1.03830337524414,0.0170264,38.43248,355.9466,355.9466,45.18007,196.5659,196.5659,41.24049,113.7548,113.7548,37.0658,146.1677,146.1677,14.38932,49.81477,49.81477,69.96534,307.1115,307.1115,4.966932,39.4538,39.4538,-10.01321,-103.4237,-103.4237
1-585546,139.995346069336,0.961271464824677,0.0180392,53.54651,1098.066,1396.595,21.31011,260.7819,298.6042,57.25326,1005.453,1252.127,40.16564,693.8145,873.8499,7.869744,181.8482,241.4455,263.6698,3921.283,4742.583,78.69202,1219.738,1472.617,22.19817,305.0357,371.0583
1-585546,139.995346069336,0.961271464824677,0.0180392,53.54647,284.0248,286.9382,21.31022,104.3903,104.7795,57.2533,319.7924,321.9357,40.16566,223.9244,225.4526,7.86975,51.55499,52.05619,263.6697,1340.565,1347.904,78.69201,402.4835,404.8478,22.19828,101.2774,101.7758
1-54258,140.192443847656,0.604565978050232,0.0237828,38.23249,356.32,926.4254,8.087948,77.65211,130.1772,25.55755,209.2445,390.5337,17.40107,146.153,266.5398,5.296259,41.57841,87.22655,119.9573,995.2849,2069.48,38.5483,329.8401,690.3959,11.70353,88.31023,176.8917
1-54258,140.192443847656,0.604565978050232,0.0237828,35.00079,90.97956,93.7491,7.428752,18.26467,18.5257,23.52579,53.16753,54.09863,15.98354,37.36938,38.00301,4.880282,9.789449,10.00782,110.3122,264.7266,270.0563,35.39236,81.6065,83.4122,10.94457,23.3633,23.83645
1-53885,138.017959594727,0.421797931194305,0.0546546,6.465123,16.60687,30.23448,11.07453,24.26272,42.94967,6.751348,12.29116,26.17107,6.374192,14.092,22.8596,3.381979,5.960728,10.5504,10.77319,22.94913,28.0208,5.663654,9.183072,13.45163,-8.047555,-17.68742,-43.37008
1-53885,138.017959594727,0.421797931194305,0.0546546,6.560843,16.91986,21.56486,11.13729,24.39653,30.79917,6.817418,12.44665,16.8371,6.386664,14.2179,16.53985,3.361342,6.018669,7.839923,10.76787,23.02732,25.76203,5.673206,8.99646,10.7926,-8.11234,-17.81427,-24.62771
1-54001,139.641418457031,1.34374856948853,0.0272106,4.876208,52.66267,123.8983,11.0101,86.53931,158.1105,15.20978,129.2069,247.4864,10.34663,85.36556,161.6031,7.070432,26.70274,49.00232,70.1005,649.7806,1201.907,19.85281,178.4546,339.0607,7.143098,59.1584,108.2615
1-54001,139.641418457031,1.34374856948853,0.0272106,4.876241,52.66263,81.40907,11.01001,86.53905,120.1417,15.20975,129.2069,182.1542,10.34663,85.36547,120.9378,7.070427,26.70275,35.95365,70.10047,649.7817,908.8099,19.85269,178.4535,250.5875,7.143129,59.15736,82.17118
1-53883,138.061752319336,0.311786442995071,0.0534704,6.281549,33.70637,47.46484,2.015365,8.604555,-1.584976,4.077684,19.57437,24.32971,4.509589,19.12067,33.536,4.639948,8.911525,20.06306,2.587787,22.0906,43.434,-0.9278377,4.706306,16.39891,-3.413579,-8.357066,-19.94456
1-53883,138.061752319336,0.311786442995071,0.0534704,6.282158,27.52984,28.50684,2.016055,8.619819,8.170422,4.078109,14.72511,15.17266,4.508836,14.68444,15.38969,4.63875,8.736757,9.239704,2.586057,17.41357,18.50769,-0.9287336,3.768034,4.310437,-3.413294,-7.78998,-8.10472
1-53753,137.828826904297,2.01902294158936,0.0553869,18.25997,50.57142,89.20451,16.23395,42.43689,50.16018,16.94602,46.98216,84.5967,13.0722,33.11695,62.26094,3.150771,10.22901,29.36476,25.06913,66.8132,114.2272,0.03377577,2.678295,20.1871,-5.344667,-12.7115,-57.74699
1-53753,137.828826904297,2.01902294158936,0.0553869,18.2599,50.57232,60.69601,16.23348,42.43766,47.60386,16.94643,46.9835,57.07812,13.07208,33.11732,38.8219,3.150814,10.23103,14.8184,25.07006,66.81364,81.6257,0.03364823,2.678073,7.438414,-5.344109,-12.71298,-18.07794
1-53968,140.292938232422,1.47274088859558,0.0163325,93.84803,328.4569,460.9303,15.75642,62.77626,117.5491,19.27065,94.17129,159.7592,12.29219,57.38995,96.13268,3.622845,29.22893,50.11813,72.94977,304.8454,486.3518,17.13962,82.53068,130.7249,2.052776,16.16668,38.8002
1-53968,140.292938232422,1.47274088859558,0.0163325,93.84849,328.4562,399.6,15.75604,62.77753,88.84735,19.27033,94.17076,133.7463,12.29218,57.3903,80.37459,3.622832,29.22878,38.26171,72.94854,304.8416,400.7826,17.14229,82.53083,108.6194,2.050947,16.16347,26.5019
1-53880,138.151260375977,0.309491008520126,0.0544089,25.18047,82.00179,177.3195,37.75601,115.2438,235.6457,48.88672,151.0791,336.146,38.25692,116.8064,253.0086,7.418002,27.21322,63.30476,232.3886,671.7911,1462.417,50.93342,154.5306,374.8734,6.400631,27.95444,106.305
1-53880,138.151260375977,0.309491008520126,0.0544089,25.18054,80.80197,117.2238,37.75604,113.7519,160.576,48.88673,149.0916,218.7543,38.25694,115.0635,165.8734,7.41801,26.81991,38.96283,232.3887,664.3057,988.4,50.93354,152.358,242.7569,6.400293,26.62621,52.46412
1-53897,138.890579223633,0.317310363054276,0.069321,8.584815,39.36786,64.14728,17.18806,44.90821,36.203,10.25816,25.71309,-1.259329,8.286489,19.5547,-9.742049,5.393868,6.149389,20.16317,52.54536,123.8149,107.6558,13.8911,36.8741,65.24877,-4.669508,-19.75774,-104.5715
1-53897,138.890579223633,0.317310363054276,0.069321,8.584056,34.49204,38.034,17.18922,42.77647,43.56312,10.25802,24.92546,24.568,8.286346,19.02931,18.04557,5.393785,6.330021,7.253546,52.54349,119.0884,120.7525,13.89011,34.80607,36.62025,-4.669753,-17.66491,-21.26328
1-53916,139.357452392578,1.28834319114685,0.0555551,25.59418,64.08442,96.97645,19.28422,47.56195,85.4048,21.22268,58.80392,112.1242,15.44427,39.75378,54.83362,3.034857,15.67162,39.11311,28.45689,79.00668,160.7879,1.839571,10.50273,7.818993,-4.66897,-18.56612,-107.0876
1-53916,139.357452392578,1.28834319114685,0.0555551,25.59757,63.02415,68.04112,19.28652,46.43586,50.1768,21.22365,57.17947,63.27028,15.44493,38.854,41.44033,3.034909,15.28767,17.15677,28.45785,76.6701,85.44794,1.85505,10.69288,11.02841,-4.670097,-17.36192,-24.38953
1-53987,139.925628662109,1.32580924034119,0.0164953,1.968209,11.8512,36.2594,1.934966,19.55803,45.66071,2.847163,38.88104,93.34361,1.974289,23.2217,44.49967,0.3652988,1.928452,6.32428,9.787147,115.7819,276.2871,3.582759,37.83202,65.66791,2.549755,19.10666,44.85826
1-53987,139.925628662109,1.32580924034119,0.0164953,1.968202,4.746559,5.357811,1.935008,6.663902,7.287399,2.847138,13.34999,14.60321,1.974297,8.517628,9.072906,0.3652324,0.06632091,0.155796,9.787138,38.23331,41.91629,3.582885,14.15063,14.84993,2.549521,7.034073,7.735802
1-53985,140.065048217773,1.28884029388428,0.0174873,7.044235,34.16091,62.94321,3.006704,18.03185,37.6916,-4.172411,-28.2509,-104.6783,-2.064362,-3.281949,-6.318821,-3.651128,-11.75614,-12.1141,8.025259,34.33489,51.32115,0.5475463,8.197244,29.19388,0.1032085,10.07684,-0.3815049
1-53985,140.065048217773,1.28884029388428,0.0174873,6.912656,30.99912,32.09491,3.088236,12.29618,12.99149,-4.14037,-21.04265,-23.27193,-2.436201,-1.345752,-1.468639,-3.627931,-12.0239,-11.96602,7.846303,30.07051,30.36621,0.7016633,8.21156,8.713872,0.3449349,11.59675,11.70259
1-605753,139.208450317383,0.572708368301392,0.0283994,17.10585,108.0969,312.1927,27.21209,206.9866,455.8084,29.97638,209.5586,425.5624,20.13969,102.9288,88.425,9.073254,67.80532,186.0938,159.953,1619.838,3464.66,29.18045,310.6198,716.0295,9.146412,73.18306,157.3528
1-605753,139.208450317383,0.572708368301392,0.0283994,17.10595,107.0001,181.9478,27.21208,205.5407,318.2189,29.97637,219.2759,326.163,20.13966,118.5701,129.8586,9.073275,67.29174,111.0689,159.9529,1608.745,2496.034,29.18081,308.6485,496.7419,9.148586,72.87688,115.4997
1-53952,140.138732910156,0.721058011054993,0.0171996,4.692702,81.14431,81.41154,3.965542,62.17022,75.52866,5.996417,82.45608,91.13657,6.82376,80.56055,102.5332,2.080753,10.1881,17.14627,31.38604,338.3174,424.4381,7.014411,106.4605,140.803,1.27939,27.38808,51.26102
1-53952,140.138732910156,0.721058011054993,0.0171996,0.1204315,0.5519504,0.5525363,0.1018131,0.4178932,0.4956546,0.1536611,0.6321281,0.6847823,0.175291,0.6241902,0.7536292,0.05301639,0.1219055,0.1646331,0.8052082,2.618963,3.121152,0.1805266,0.8014669,1.000223,0.03648907,0.1559432,0.2833027
51-17,56.6430168151855,68.0151214599609,0,218.8037,153.0165,7162.699,599.5187,393.4822,19704.67,674.7911,463.2156,26100.9,498.7053,343.1829,18623.12,24.74777,19.87258,2118.438,5331.496,3461.113,171245.8,1210.132,776.1241,40919.34,277.6727,174.3418,9443.43
51-17,56.6430168151855,68.0151214599609,0,33.77539,22.81032,909.8057,95.515,61.17564,2558.277,105.6999,70.43729,2559.377,77.95457,52.0341,1875.634,3.542667,2.729616,231.749,850.1169,538.3853,22085.23,193.8905,121.5497,5274.003,44.48295,27.26361,1272.178
51-32,56.7023391723633,68.1046905517578,0,14.377,-999,698.8782,35.86414,-999,3464.244,37.15306,-999,3413.334,23.0293,-999,2428.573,7.763447,-999,2637.183,95.87913,-999,16019.42,10.61149,-999,1596.091,28.08057,-999,-410.8969
51-32,56.7023391723633,68.1046905517578,0,0.5565151,-999,61.09762,1.439676,-999,0.5838802,1.499205,-999,94.1139,0.9236888,-999,69.7813,0.3117113,-999,108.72,3.83489,-999,461.5509,0.425811,-999,12.18358,1.155154,-999,-75.24902
51-34,56.6634521484375,68.0486145019531,0,93.63182,-999,3447.11,179.3801,-999,1400.117,216.3114,-999,3074.677,162.879,-999,1104.311,63.92697,-999,4793.385,1629.079,-999,27082.06,351.0256,-999,10459.73,71.78604,-999,4757.082
51-34,56.6634521484375,68.0486145019531,0,1.600679,-999,2072.801,3.017814,-999,-2151.995,3.673301,-999,-798.1417,2.763198,-999,-1059.983,1.085328,-999,-6919.902,27.56241,-999,4616.82,5.905285,-999,10431.2,1.145275,-999,6776.129
51-49,56.7023391723633,68.0966262817383,0,2411.503,1063.157,37756.82,12550.04,5615.805,159022.3,8412.159,3771.783,115582.9,9301.051,4186.189,110444.9,1038.531,483.4777,15418.91,80883.35,35929.93,1173060,19315.63,8542.922,257072.8,4996.153,2170.219,59722.13
51-49,56.7023391723633,68.0966262817383,0,2411.462,1063.156,36302.54,12550,5615.768,155408.6,8412.154,3771.778,112061.4,9301.021,4186.167,107770.5,1038.531,483.4781,14374.89,80883.49,35930.02,1146275,19315.11,8542.792,251915.3,4994.303,2169.191,58588.33
51-45,56.5016670227051,68.1465225219727,0,2554.978,-999,2554.978,3496.816,-999,3496.816,4152.638,-999,4152.638,2948.86,-999,2948.86,1077.252,-999,1077.252,26649.59,-999,26649.59,5763.877,-999,5763.877,418.8279,-999,418.8279
51-45,56.5016670227051,68.1465225219727,0,1.469071,-999,1.469071,2.02267,-999,2.02267,2.415957,-999,2.415957,1.71603,-999,1.71603,0.6208284,-999,0.6208284,15.39213,-999,15.39213,3.330774,-999,3.330774,0.2897393,-999,0.2897393
52-8,11.0532712936401,41.5617141723633,0,42.43298,-999,4072.111,22.21196,-999,4254.558,51.0694,-999,6662.742,34.27979,-999,5001.092,17.2044,-999,1548.475,188.3228,-999,32649.32,63.98573,-999,12023.47,4.51128,-999,3375.666
52-8,11.0532712936401,41.5617141723633,0,2.369893,-999,572.0121,1.233391,-999,679.3157,2.841124,-999,970.2906,1.908001,-999,717.2401,0.9534768,-999,161.271,10.45374,-999,5902.888,3.503541,-999,2173.81,0.1757823,-999,643.1851
52-7,11.0379495620728,41.302490234375,0,12.97961,9.677691,1418.093,11.98062,9.766853,927.8091,24.93963,20.66424,2672.672,15.85194,12.81345,1831.399,19.46328,15.22835,2030.179,58.66413,45.38322,8244.612,25.65001,22.03572,3164.705,17.25795,17.7864,959.2449
52-7,11.0379495620728,41.302490234375,0,2.911633,1.810573,271.8504,2.67943,1.941328,190.993,5.634883,4.209664,550.3821,3.648187,2.635383,362.5087,4.155954,2.744744,399.9375,13.29146,8.865232,1763.17,5.783184,4.574208,654.5295,3.334509,3.504805,162.3269
52-6,11.0545043945313,41.4344596862793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52-6,11.0545043945313,41.4344596862793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52-4,10.8373880386353,41.353588104248,0,8.953364,3.31283,9942.417,4.641837,1.811299,2117.498,4.033299,1.034718,4445.66,3.939855,1.004319,3192.264,-0.1335176,-0.13352,1782.372,7.587672,2.56428,6977.23,1.387296,0.29962,2795.157,-1.741253,-0.6274955,1623.618
52-4,10.8373880386353,41.353588104248,0,8.95337,3.312829,9942.426,4.641701,1.811299,2117.488,4.033309,1.034718,4445.651,3.93979,1.004318,3192.278,-0.1339282,-0.1335205,1782.329,7.587862,2.564279,6977.259,1.387363,0.299621,2795.223,-1.741312,-0.6274939,1623.626
52-3,10.9069328308105,41.4143371582031,0,15.64691,4.434899,1614.587,13.10932,5.929641,583.9335,19.32753,8.627748,1416.606,17.81428,8.120329,923.0776,6.283696,0.01218575,1379.407,58.41033,28.31051,2829.378,12.17151,4.959324,804.0637,2.136565,5.329184,266.7331
52-3,10.9069328308105,41.4143371582031,0,6.172114,1.959859,701.293,5.463511,2.684318,265.9732,8.103454,3.816415,681.9832,7.419691,3.574048,435.9932,2.188878,-0.08852132,596.7623,24.69703,12.68696,1272.98,4.993539,2.07263,366.5352,1.956394,2.783465,158.0491
52-2,10.7933826446533,41.4750785827637,0,9.5646,5.017267,612.1385,3.680713,0.04003489,239.7741,13.15071,4.330428,619.5356,7.727598,2.75683,433.793,3.703457,1.042641,206.213,16.52873,6.713312,1081.145,8.010201,4.064524,299.9097,13.15326,4.64727,51.36332
52-2,10.7933826446533,41.4750785827637,0,2.056004,1.402161,87.91993,0.4922268,-0.03425235,35.0055,2.63665,1.157942,88.78152,1.607969,0.8060837,63.39297,0.8775194,0.2793065,29.52169,3.622312,2.03388,153.7919,1.757347,1.158489,43.65272,2.829965,1.248598,15.59893
52-1,10.9351463317871,41.216983795166,0,-6.191176,-5.08394,1020.749,0.4747116,0.07304549,1005.103,15.07193,11.04143,1951.899,14.20978,10.24294,1347.699,-18.61322,-16.305,154.3136,34.34372,28.14445,6798.152,6.304004,3.275562,2405.217,-10.24702,-6.71,641.6747
52-1,10.9351463317871,41.216983795166,0,-1.107835,-0.8883667,178.0158,-0.1030227,-0.1838163,181.716,2.934864,2.135046,336.5264,2.81616,2.024509,226.4819,-3.31266,-2.850685,28.6126,6.263298,5.021578,1203.136,1.182736,0.5771365,421.8564,-2.27545,-1.565183,126.7939
52-25,11.6588916778564,42.2004432678223,0,42.55897,-999,1403.12,31.53828,-999,757.6136,66.92787,-999,1795.361,44.89439,-999,1212.987,0.815682,-999,442.2958,254.0316,-999,6526.948,66.46265,-999,1840.424,9.540693,-999,456.1594
52-25,11.6588916778564,42.2004432678223,0,0.4952148,-999,23.3791,0.3666275,-999,16.61331,0.7791611,-999,31.74652,0.5213912,-999,21.02477,0.01198277,-999,18.20639,2.948238,-999,108.8435,0.7812544,-999,27.53816,0.134958,-999,9.231844
52-23,11.1332712173462,41.864429473877,0,50.61764,15.68597,7745.698,34.49027,10.81458,9471.163,64.20148,20.52198,13427.88,39.7662,12.38619,9306.438,12.04599,4.055007,1378.11,372.417,119.1188,85180.66,132.9461,42.75225,28174.8,33.99038,9.371902,8197.866
52-23,11.1332712173462,41.864429473877,0,15.93172,5.09449,4226.061,10.90526,3.533497,5431.494,20.25146,6.646824,6912.188,12.55974,3.983234,4793.066,3.774657,1.357075,550.4471,117.6408,38.62486,48398.95,41.71334,13.69053,15544.67,10.54562,2.826181,4494.932
52-22,11.5170831680298,41.7376594543457,0,42.56598,-999,655.014,24.08985,-999,591.1047,64.03584,-999,1226.987,45.89122,-999,846.4916,-17.36246,-999,-350.7649,197.1506,-999,4201.697,74.58241,-999,1479.088,18.37431,-999,490.1856
52-22,11.5170831680298,41.7376594543457,0,0.299984,-999,4.626334,0.1702941,-999,4.202029,0.4505202,-999,8.649234,0.3236988,-999,5.972053,-0.1226745,-999,-2.311466,1.388201,-999,30.00648,0.5267451,-999,10.59177,0.1295105,-999,3.621006
52-21,11.2036075592041,41.6838874816895,0,3.205911,3.205911,888.591,1.822983,1.822983,195.8398,2.113266,2.113266,469.5156,1.610728,1.610728,341.9657,-0.6464348,-0.6464348,-178.6132,4.861433,4.861433,641.6055,-2.835888,-2.835888,7.60352,7.31832,7.31832,175.4331
52-21,11.2036075592041,41.6838874816895,0,0.2638661,0.2638661,70.3128,0.1478876,0.1478876,15.3256,0.1808256,0.1808256,37.86714,0.1343474,0.1343474,27.22508,-0.03123357,-0.03123357,-10.309,0.4058046,0.4058046,51.62081,-0.1954527,-0.1954527,2.566051,0.6074575,0.6074575,12.75887
52-20,11.1693334579468,41.3995590209961,0,16.21745,8.679434,954.0714,3.377523,1.496951,300.3681,12.85788,5.74779,996.8287,8.79068,4.037933,594.8802,6.183131,1.193078,739.0156,38.94046,17.36738,2297.854,15.64508,8.031494,756.4076,7.808248,-0.1083154,70.72406
52-20,11.1693334579468,41.3995590209961,0,5.285177,2.171508,140.3871,1.028785,0.3705016,43.62762,3.479745,1.410398,152.2479,2.567331,1.000468,88.54878,1.186681,0.228986,115.5524,11.94532,4.380412,359.5375,4.300505,1.939509,124.4005,1.787752,-0.1834657,-1.745644
